dataset,llm,combo,config,is_combo_selection_config,quality_score,correctness_mean,faithfulness_mean,answer_relevance_mean,overall_mean,answer_accuracy,context_sufficiency_rate,generation_failure_rate,retrieval_failure_rate,latency_mean_ms
triviaqa,mistral:7b,bge-base__ms-marco-L6,baseline_s_rr,True,84.7,70.0,92.0,84.0,74.5,70.0,100.0,30.0,0.0,1354.312
triviaqa,mistral:7b,bge-base__ms-marco-L6,baseline_s_rr_grounded,True,85.5,80.0,90.0,100.0,79.5,80.0,80.0,10.0,20.0,1322.2543
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_k,False,55.0,40.0,60.0,100.0,46.8,40.0,50.0,10.0,50.0,33053.7059
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_k_grounded,False,70.5,50.0,100.0,100.0,59.5,50.0,40.0,0.0,60.0,32958.8167
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_k_rr,False,63.55,50.0,70.0,95.5,57.5,50.0,60.0,10.0,40.0,39630.6408
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_k_rr_grounded,False,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,39441.5474
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_s,False,79.0,70.0,70.0,100.0,73.0,70.0,100.0,30.0,0.0,2014.1961
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_s_grounded,False,86.0,80.0,80.0,100.0,83.0,80.0,100.0,20.0,0.0,2037.5738
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_s_rr,True,89.39999999999999,80.0,90.0,99.0,82.5,80.0,100.0,20.0,0.0,2045.7977
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_s_rr_grounded,True,89.5,80.0,90.0,100.0,82.5,80.0,100.0,20.0,0.0,1994.0904
triviaqa,mistral:7b,bge-base__bge-reranker,no_rag,False,38.0,80.0,0.0,100.0,77.2,80.0,0.0,0.0,100.0,423.426
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_k,False,57.0,40.0,60.0,100.0,48.0,40.0,60.0,20.0,30.0,18638.1523
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_k_grounded,False,78.3,80.0,80.0,100.0,80.5,80.0,50.0,20.0,50.0,18621.1898
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_k_rr,False,76.5,60.0,80.0,95.0,64.0,60.0,90.0,40.0,10.0,15515.8152
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_k_rr_grounded,False,77.7,50.0,92.0,96.0,55.2,50.0,90.0,40.0,10.0,15372.3195
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_s,False,68.0,60.0,60.0,100.0,63.0,60.0,80.0,20.0,20.0,1400.9484
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_s_grounded,False,82.0,60.0,100.0,100.0,74.8,60.0,80.0,20.0,20.0,1316.7679
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_s_rr,True,87.3,80.0,90.0,98.0,83.5,80.0,90.0,10.0,10.0,1438.7069
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_s_rr_grounded,True,85.5,80.0,90.0,100.0,83.5,80.0,80.0,0.0,20.0,1434.1225
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_k,False,55.0,50.0,50.0,100.0,51.0,50.0,50.0,10.0,50.0,33052.8547
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_k_grounded,False,67.0,40.0,100.0,100.0,52.0,40.0,40.0,0.0,60.0,32962.2716
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_k_rr,False,58.7,50.0,50.0,97.0,56.0,50.0,70.0,20.0,30.0,39803.6874
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_k_rr_grounded,False,66.0,40.0,80.0,100.0,55.5,40.0,70.0,30.0,30.0,39651.5154
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_s,False,79.0,70.0,70.0,100.0,71.5,70.0,100.0,30.0,0.0,2013.9155
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_s_grounded,False,86.0,70.0,90.0,100.0,75.5,70.0,100.0,30.0,0.0,2038.061
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_s_rr,True,87.425,75.5,91.0,94.5,82.1,70.0,100.0,30.0,0.0,2255.9191
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_s_rr_grounded,True,95.8,90.0,98.0,100.0,91.1,90.0,90.0,10.0,10.0,2199.3173
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,no_rag,False,38.0,80.0,0.0,100.0,77.2,80.0,0.0,0.0,100.0,425.9093
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_k,False,53.0,40.0,60.0,100.0,43.5,40.0,40.0,10.0,40.0,18643.6413
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_k_grounded,False,86.0,80.0,80.0,100.0,82.0,80.0,100.0,20.0,0.0,18623.1441
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_k_rr,False,71.0,50.0,90.0,100.0,58.0,50.0,60.0,10.0,40.0,15292.5529
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_k_rr_grounded,False,79.0,50.0,90.0,100.0,60.0,50.0,100.0,50.0,0.0,15205.1628
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_s,False,91.0,80.0,100.0,100.0,82.5,80.0,90.0,10.0,10.0,972.5931
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_s_grounded,False,81.3,70.0,88.0,100.0,75.0,70.0,80.0,10.0,20.0,897.5513
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_s_rr,True,89.5,80.0,90.0,100.0,82.5,80.0,100.0,20.0,0.0,1062.2761
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_s_rr_grounded,True,86.0,80.0,80.0,100.0,81.0,80.0,100.0,20.0,0.0,1113.2518
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_k,False,51.5,40.0,50.0,100.0,44.0,40.0,50.0,10.0,50.0,33053.4423
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_k_grounded,False,100.0,100.0,100.0,100.0,100.0,100.0,40.0,0.0,60.0,32957.0811
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_k_rr,False,69.5,40.0,90.0,100.0,50.5,40.0,70.0,30.0,30.0,39677.8768
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_k_rr_grounded,False,75.5,50.0,80.0,100.0,49.5,50.0,100.0,50.0,0.0,39546.2721
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_s,False,95.5,90.0,98.0,97.0,92.9,90.0,100.0,10.0,0.0,1308.7113
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_s_grounded,False,92.64999999999999,90.0,89.0,100.0,90.7,90.0,100.0,10.0,0.0,1187.5716
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_s_rr,True,92.3,90.0,88.0,100.0,91.4,90.0,100.0,10.0,0.0,1330.6718
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_s_rr_grounded,True,89.5,80.0,90.0,100.0,82.5,80.0,100.0,20.0,0.0,1309.9378
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,no_rag,False,34.5,70.0,0.0,100.0,69.8,70.0,0.0,0.0,100.0,425.456
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,baseline_k,False,55.0,40.0,60.0,100.0,47.8,40.0,50.0,10.0,50.0,18639.6914
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,baseline_k_grounded,False,68.5,30.0,80.0,100.0,42.0,30.0,100.0,70.0,0.0,18617.7592
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,baseline_k_rr,False,71.0,60.0,60.0,90.0,64.0,60.0,100.0,40.0,0.0,15313.2398
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,baseline_k_rr_grounded,False,82.5,60.0,90.0,100.0,67.0,60.0,100.0,40.0,0.0,15141.8183
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,baseline_s,False,85.5,70.0,100.0,100.0,76.0,70.0,80.0,10.0,20.0,972.4618
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,baseline_s_grounded,False,80.15,60.0,89.0,100.0,66.9,60.0,90.0,30.0,10.0,897.3434
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,baseline_s_rr,True,93.0,90.0,90.0,100.0,92.0,90.0,100.0,10.0,0.0,1025.549
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,baseline_s_rr_grounded,True,89.5,80.0,90.0,100.0,83.0,80.0,100.0,20.0,0.0,1062.7243
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,optimized_k,False,51.5,40.0,50.0,100.0,46.5,40.0,50.0,10.0,50.0,33052.5471
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,optimized_k_grounded,False,90.0,100.0,100.0,100.0,97.5,100.0,40.0,0.0,60.0,32959.3983
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,optimized_k_rr,False,76.5,60.0,90.0,100.0,64.5,60.0,70.0,10.0,30.0,39631.2548
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,optimized_k_rr_grounded,False,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,50.0,39445.1133
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,optimized_s,False,87.1,80.0,90.0,96.0,84.0,80.0,90.0,10.0,10.0,1310.7906
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,optimized_s_grounded,False,87.5,70.0,100.0,100.0,75.5,70.0,90.0,20.0,10.0,1190.8829
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,optimized_s_rr,True,90.19999999999999,90.0,82.0,100.0,90.2,90.0,100.0,10.0,0.0,1223.6605
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L6,optimized_s_rr_grounded,True,92.39999999999999,90.0,90.0,94.0,91.0,90.0,100.0,10.0,0.0,1265.0697
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,no_rag,False,34.5,70.0,0.0,100.0,69.8,70.0,0.0,0.0,100.0,421.911
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,baseline_k,False,53.0,40.0,60.0,100.0,45.0,40.0,40.0,10.0,40.0,18637.0245
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,baseline_k_grounded,False,58.5,30.0,80.0,100.0,44.0,30.0,50.0,20.0,50.0,18618.4028
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,baseline_k_rr,False,70.8,60.0,88.0,90.0,60.6,60.0,50.0,0.0,50.0,15516.2584
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,baseline_k_rr_grounded,False,80.3,60.0,90.0,98.0,62.5,60.0,90.0,30.0,10.0,15369.2493
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,baseline_s,False,89.5,70.0,100.0,100.0,76.0,70.0,100.0,30.0,0.0,969.3265
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,baseline_s_grounded,False,93.0,80.0,100.0,100.0,84.0,80.0,80.0,20.0,20.0,896.7266
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,baseline_s_rr,True,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1153.6452
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,baseline_s_rr_grounded,True,87.5,80.0,90.0,100.0,84.0,80.0,90.0,10.0,10.0,1245.7338
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,optimized_k,False,55.0,50.0,50.0,100.0,55.0,50.0,50.0,0.0,50.0,33056.8493
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,optimized_k_grounded,False,72.5,100.0,50.0,100.0,96.0,100.0,50.0,0.0,50.0,32961.5308
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,optimized_k_rr,False,73.1,50.0,82.0,95.0,60.0,50.0,90.0,40.0,10.0,39801.7385
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,optimized_k_rr_grounded,False,76.5,50.0,100.0,100.0,70.1,50.0,70.0,30.0,30.0,39649.9331
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,optimized_s,False,87.1,80.0,90.0,96.0,83.5,80.0,90.0,10.0,10.0,1309.6749
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,optimized_s_grounded,False,89.15,80.0,89.0,100.0,81.2,80.0,90.0,20.0,10.0,1191.0341
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,optimized_s_rr,True,82.5,70.0,80.0,100.0,74.0,70.0,100.0,30.0,0.0,1471.8152
triviaqa,mistral:7b,multi-qa-mini__bge-reranker,optimized_s_rr_grounded,True,82.5,70.0,80.0,100.0,72.5,70.0,100.0,30.0,0.0,1367.9353
triviaqa,mistral:7b,bge-base__ms-marco-L12,no_rag,False,38.0,80.0,0.0,100.0,80.0,80.0,0.0,0.0,100.0,712.0568
triviaqa,mistral:7b,bge-base__ms-marco-L12,baseline_k,False,39.0,30.0,30.0,100.0,35.0,30.0,40.0,10.0,30.0,18638.8106
triviaqa,mistral:7b,bge-base__ms-marco-L12,baseline_k_grounded,False,86.0,80.0,80.0,100.0,82.0,80.0,100.0,20.0,0.0,18617.1694
triviaqa,mistral:7b,bge-base__ms-marco-L12,baseline_k_rr,False,73.0,50.0,90.0,100.0,58.5,50.0,70.0,20.0,30.0,15284.9205
triviaqa,mistral:7b,bge-base__ms-marco-L12,baseline_k_rr_grounded,False,79.0,50.0,90.0,100.0,59.5,50.0,100.0,50.0,0.0,15201.23
triviaqa,mistral:7b,bge-base__ms-marco-L12,baseline_s,False,72.0,60.0,60.0,100.0,64.5,60.0,100.0,40.0,0.0,1399.2563
triviaqa,mistral:7b,bge-base__ms-marco-L12,baseline_s_grounded,False,85.5,70.0,100.0,100.0,74.0,70.0,80.0,10.0,20.0,1312.2869
triviaqa,mistral:7b,bge-base__ms-marco-L12,baseline_s_rr,True,85.0,70.0,90.0,90.0,72.5,70.0,100.0,30.0,0.0,1427.6458
triviaqa,mistral:7b,bge-base__ms-marco-L12,baseline_s_rr_grounded,True,86.0,70.0,90.0,100.0,76.0,70.0,100.0,30.0,0.0,1424.8101
triviaqa,mistral:7b,bge-base__ms-marco-L12,optimized_k,False,55.0,50.0,50.0,100.0,48.5,50.0,50.0,10.0,50.0,33049.7049
triviaqa,mistral:7b,bge-base__ms-marco-L12,optimized_k_grounded,False,94.5,90.0,100.0,100.0,91.5,90.0,40.0,0.0,60.0,32957.1014
triviaqa,mistral:7b,bge-base__ms-marco-L12,optimized_k_rr,False,75.4,50.0,88.0,87.0,73.3,70.0,60.0,20.0,40.0,39675.2185
triviaqa,mistral:7b,bge-base__ms-marco-L12,optimized_k_rr_grounded,False,71.0,50.0,90.0,100.0,56.5,50.0,60.0,30.0,40.0,39544.7713
triviaqa,mistral:7b,bge-base__ms-marco-L12,optimized_s,False,79.0,70.0,70.0,100.0,73.0,70.0,100.0,30.0,0.0,2009.247
triviaqa,mistral:7b,bge-base__ms-marco-L12,optimized_s_grounded,False,86.0,80.0,80.0,100.0,83.0,80.0,100.0,20.0,0.0,2032.0577
triviaqa,mistral:7b,bge-base__ms-marco-L12,optimized_s_rr,True,89.5,80.0,90.0,100.0,83.0,80.0,100.0,20.0,0.0,2173.1438
triviaqa,mistral:7b,bge-base__ms-marco-L12,optimized_s_rr_grounded,True,76.6,62.0,72.0,100.0,66.0,60.0,100.0,40.0,0.0,2099.3396
triviaqa,mistral:7b,bge-base__ms-marco-L6,no_rag,False,34.5,70.0,0.0,100.0,72.5,70.0,0.0,0.0,100.0,419.9816
triviaqa,mistral:7b,bge-base__ms-marco-L6,baseline_k,False,55.0,40.0,60.0,100.0,45.8,40.0,50.0,10.0,50.0,18634.1291
triviaqa,mistral:7b,bge-base__ms-marco-L6,baseline_k_grounded,False,58.5,30.0,80.0,100.0,39.0,30.0,50.0,20.0,50.0,18617.7134
triviaqa,mistral:7b,bge-base__ms-marco-L6,baseline_k_rr,False,79.0,60.0,80.0,100.0,67.5,60.0,100.0,40.0,0.0,15312.3227
triviaqa,mistral:7b,bge-base__ms-marco-L6,baseline_k_rr_grounded,False,78.5,60.0,90.0,100.0,70.0,60.0,80.0,20.0,20.0,15145.3667
triviaqa,mistral:7b,bge-base__ms-marco-L6,baseline_s,False,72.9,60.0,70.0,94.0,64.5,60.0,90.0,30.0,10.0,1398.1534
triviaqa,mistral:7b,bge-base__ms-marco-L6,baseline_s_grounded,False,82.0,70.0,90.0,100.0,75.0,70.0,80.0,10.0,20.0,1314.2324
triviaqa,mistral:7b,bge-base__ms-marco-L6,baseline_s_rr,True,79.0,70.0,70.0,100.0,76.0,70.0,100.0,30.0,0.0,1355.1127
triviaqa,mistral:7b,bge-base__ms-marco-L6,baseline_s_rr_grounded,True,86.0,70.0,90.0,100.0,76.0,70.0,100.0,30.0,0.0,1319.0717
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_k,False,51.5,40.0,50.0,100.0,44.0,40.0,50.0,10.0,50.0,33050.2078
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_k_grounded,False,88.0,100.0,100.0,100.0,97.0,100.0,40.0,0.0,60.0,32959.798
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_k_rr,False,71.0,50.0,90.0,100.0,56.5,50.0,60.0,10.0,40.0,39623.1592
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_k_rr_grounded,False,66.0,60.0,60.0,100.0,66.5,60.0,70.0,10.0,30.0,39443.0751
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_s,False,79.0,70.0,70.0,100.0,71.5,70.0,100.0,30.0,0.0,2010.1116
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_s_grounded,False,86.0,80.0,80.0,100.0,82.0,80.0,100.0,20.0,0.0,2035.0067
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_s_rr,True,87.15,80.0,89.0,100.0,81.3,80.0,90.0,10.0,10.0,2038.921
triviaqa,mistral:7b,bge-base__ms-marco-L6,optimized_s_rr_grounded,True,89.15,80.0,89.0,100.0,81.2,80.0,100.0,20.0,0.0,1994.1078
triviaqa,mistral:7b,bge-base__bge-reranker,no_rag,False,38.0,80.0,0.0,100.0,66.0,80.0,0.0,0.0,100.0,422.8624
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_k,False,50.0,40.0,40.0,100.0,44.0,40.0,60.0,20.0,40.0,18636.7287
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_k_grounded,False,77.0,70.0,70.0,100.0,73.0,70.0,50.0,20.0,50.0,18618.7391
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_k_rr,False,73.0,60.0,80.0,100.0,65.4,60.0,70.0,10.0,30.0,15515.5985
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_k_rr_grounded,False,81.3,70.0,92.0,98.0,73.5,70.0,70.0,0.0,30.0,15370.706
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_s,False,72.4,70.0,62.0,96.0,74.2,70.0,80.0,10.0,20.0,1398.65
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_s_grounded,False,89.5,80.0,90.0,100.0,82.5,80.0,80.0,20.0,20.0,1311.8009
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_s_rr,True,88.3,80.0,90.0,88.0,84.0,80.0,100.0,20.0,0.0,1437.3874
triviaqa,mistral:7b,bge-base__bge-reranker,baseline_s_rr_grounded,True,85.5,80.0,90.0,100.0,83.5,80.0,80.0,0.0,20.0,1430.3077
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_k,False,51.5,40.0,50.0,100.0,46.8,40.0,50.0,10.0,50.0,33050.1441
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_k_grounded,False,67.0,40.0,100.0,100.0,52.0,40.0,40.0,0.0,60.0,32956.2834
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_k_rr,False,63.5,50.0,70.0,95.0,58.6,50.0,60.0,10.0,40.0,39797.3069
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_k_rr_grounded,False,66.0,40.0,80.0,100.0,53.0,40.0,70.0,30.0,30.0,39646.701
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_s,False,79.0,70.0,70.0,100.0,73.0,70.0,100.0,30.0,0.0,2008.9522
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_s_grounded,False,86.0,70.0,90.0,100.0,74.5,70.0,100.0,30.0,0.0,2035.1502
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_s_rr,True,87.1,78.5,86.5,95.5,81.3,80.0,100.0,20.0,0.0,2251.5865
triviaqa,mistral:7b,bge-base__bge-reranker,optimized_s_rr_grounded,True,89.5,80.0,90.0,100.0,82.0,80.0,100.0,20.0,0.0,2194.3988
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,no_rag,False,38.0,80.0,0.0,100.0,77.2,80.0,0.0,0.0,100.0,420.4971
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_k,False,53.0,40.0,60.0,100.0,42.0,40.0,40.0,10.0,40.0,18634.7654
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_k_grounded,False,77.0,70.0,70.0,100.0,73.0,70.0,90.0,20.0,10.0,18617.5402
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_k_rr,False,73.0,50.0,90.0,100.0,60.0,50.0,60.0,10.0,40.0,15286.1499
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_k_rr_grounded,False,79.0,50.0,90.0,100.0,59.0,50.0,100.0,50.0,0.0,15201.6977
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_s,False,87.5,70.0,100.0,100.0,74.0,70.0,90.0,20.0,10.0,967.4795
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_s_grounded,False,80.5,60.0,90.0,100.0,67.0,60.0,90.0,30.0,10.0,895.5844
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_s_rr,True,86.0,70.0,90.0,100.0,75.5,70.0,100.0,30.0,0.0,1059.1371
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,baseline_s_rr_grounded,True,89.5,80.0,90.0,100.0,81.5,80.0,100.0,20.0,0.0,1110.1763
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_k,False,51.5,40.0,50.0,100.0,46.5,40.0,50.0,10.0,50.0,33049.536
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_k_grounded,False,81.0,90.0,90.0,100.0,87.8,90.0,40.0,0.0,60.0,32957.747
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_k_rr,False,82.1,70.0,96.0,96.0,77.2,70.0,70.0,10.0,30.0,39674.1215
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_k_rr_grounded,False,84.0,80.0,80.0,100.0,83.0,80.0,90.0,50.0,10.0,39546.7047
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_s,False,93.0,80.0,100.0,100.0,83.5,80.0,100.0,20.0,0.0,1304.7566
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_s_grounded,False,92.65,80.0,99.0,100.0,83.8,80.0,100.0,30.0,0.0,1187.934
triviaqa,mistral:7b,multi-qa-mini__ms-marco-L12,optimized_s_rr,True,91.6,90.0,86.0,100.0,91.0,90.0,100.0,10.0,0.0,1328.3202
